ID;Product Category;Historical Spend
5207;Gold Products;132
5209;Wines;443
5209;Fruits;5
5209;Meat Products;71
5209;Fish Products;21
5209;Sweet Products;16
5209;Gold Products;82
5221;Wines;714
5221;Fruits;8
5221;Meat Products;99
5221;Fish Products;11
5221;Sweet Products;0
5221;Gold Products;47
5223;Wines;33
5223;Fruits;8
5223;Meat Products;10
5223;Fish Products;2
5223;Sweet Products;10
5223;Gold Products;3
5229;Wines;30
5229;Fruits;1
5229;Meat Products;8
5229;Fish Products;0
5229;Sweet Products;0
5229;Gold Products;3
5231;Wines;27
5231;Fruits;2
5231;Meat Products;7
5231;Fish Products;0
5231;Sweet Products;2
5231;Gold Products;13
5232;Wines;86
5232;Fruits;12
5232;Meat Products;75
5232;Fish Products;33
5232;Sweet Products;15
5232;Gold Products;6
5234;Wines;12
5234;Fruits;5
5234;Meat Products;25
5234;Fish Products;0
5234;Sweet Products;9
5234;Gold Products;30
5236;Wines;1230
5236;Fruits;0
5236;Meat Products;396
5236;Fish Products;232
5236;Sweet Products;178
5236;Gold Products;158
5237;Wines;28
5237;Fruits;1
5237;Meat Products;21
5237;Fish Products;3
5237;Sweet Products;0
5237;Gold Products;10
5247;Wines;31
5247;Fruits;0
5247;Meat Products;6
5247;Fish Products;2
5247;Sweet Products;1
5247;Gold Products;5
5250;Wines;532
5250;Fruits;126
5250;Meat Products;490
5250;Fish Products;164
5250;Sweet Products;126
5250;Gold Products;126
5252;Wines;16
5252;Fruits;12
5252;Meat Products;18
5252;Fish Products;7
5252;Sweet Products;1
5252;Gold Products;13
5253;Wines;145
5253;Fruits;13
5253;Meat Products;46
5253;Fish Products;17
5253;Sweet Products;2
5253;Gold Products;4
5255;Wines;5
5255;Fruits;1
5255;Meat Products;3
5255;Fish Products;3
5255;Sweet Products;263
5255;Gold Products;362
5263;Wines;5
5263;Fruits;10
5263;Meat Products;13
5263;Fish Products;3
5263;Sweet Products;8
5263;Gold Products;16
5267;Wines;16
5267;Fruits;2
5267;Meat Products;18
5267;Fish Products;2
5267;Sweet Products;1
5267;Gold Products;5
5268;Wines;17
5268;Fruits;8
5268;Meat Products;14
5268;Fish Products;10
5268;Sweet Products;4
5268;Gold Products;3
5272;Wines;378
5272;Fruits;0
5272;Meat Products;88
5272;Fish Products;19
5272;Sweet Products;4
5272;Gold Products;73
5278;Wines;307
5278;Fruits;26
5278;Meat Products;360
5278;Fish Products;138
5278;Sweet Products;31
5278;Gold Products;40
5283;Wines;93
5283;Fruits;1
5283;Meat Products;21
5283;Fish Products;0
5283;Sweet Products;4
5283;Gold Products;25
5286;Wines;112
5286;Fruits;1
5286;Meat Products;54
5286;Fish Products;7
5286;Sweet Products;7
5286;Gold Products;36
5287;Wines;45
5287;Fruits;2
5287;Meat Products;26
5287;Fish Products;4
5287;Sweet Products;1
5287;Gold Products;1
5289;Wines;8
5289;Fruits;4
5289;Meat Products;12
5289;Fish Products;15
5289;Sweet Products;4
5289;Gold Products;29
5290;Wines;220
5290;Fruits;0
5290;Meat Products;33
5290;Fish Products;3
5290;Sweet Products;0
5290;Gold Products;23
5294;Wines;6
5294;Fruits;8
5294;Meat Products;19
5294;Fish Products;16
5294;Sweet Products;4
5294;Gold Products;4
5299;Wines;1181
5299;Fruits;107
5299;Meat Products;199
5299;Fish Products;39
5299;Sweet Products;30
5299;Gold Products;30
5300;Wines;19
5300;Fruits;7
5300;Meat Products;19
5300;Fish Products;0
5300;Sweet Products;1
5300;Gold Products;24
5302;Wines;298
5302;Fruits;27
5302;Meat Products;697
5302;Fish Products;216
5302;Sweet Products;24
5302;Gold Products;166
5303;Wines;471
5303;Fruits;0
5303;Meat Products;510
5303;Fish Products;99
5303;Sweet Products;21
5303;Gold Products;12
5304;Wines;24
5304;Fruits;0
5304;Meat Products;8
5304;Fish Products;0
5304;Sweet Products;0
5304;Gold Products;1
5313;Wines;30
5313;Fruits;0
5313;Meat Products;11
5313;Fish Products;0
5313;Sweet Products;0
5313;Gold Products;3
5314;Wines;270
5314;Fruits;3
5314;Meat Products;27
5314;Fish Products;39
5314;Sweet Products;6
5314;Gold Products;99
5316;Wines;36
5316;Fruits;4
5316;Meat Products;18
5316;Fish Products;6
5316;Sweet Products;2
5316;Gold Products;18
5320;Wines;79
5320;Fruits;7
5320;Meat Products;58
5320;Fish Products;6
5320;Sweet Products;3
5320;Gold Products;18
5324;Wines;173
5324;Fruits;43
5324;Meat Products;118
5324;Fish Products;46
5324;Sweet Products;27
5324;Gold Products;15
5329;Wines;8
5329;Fruits;0
5329;Meat Products;3
5329;Fish Products;0
5329;Sweet Products;0
5329;Gold Products;0
5331;Wines;587
5331;Fruits;51
5331;Meat Products;898
5331;Fish Products;247
5331;Sweet Products;0
5331;Gold Products;86
5332;Wines;362
5332;Fruits;50
5332;Meat Products;431
5332;Fish Products;134
5332;Sweet Products;35
5332;Gold Products;54
5336;Wines;39
5336;Fruits;1
5336;Meat Products;9
5336;Fish Products;2
5336;Sweet Products;0
5336;Gold Products;8
5341;Wines;983
5341;Fruits;76
5341;Meat Products;184
5341;Fish Products;180
5341;Sweet Products;138
5341;Gold Products;27
5342;Wines;0
5342;Fruits;1
5342;Meat Products;3
5342;Fish Products;10
5342;Sweet Products;6
5342;Gold Products;9
5346;Wines;25
5346;Fruits;5
5346;Meat Products;19
5346;Fish Products;7
5346;Sweet Products;0
5346;Gold Products;23
5350;Wines;1156
5350;Fruits;120
5350;Meat Products;915
5350;Fish Products;94
5350;Sweet Products;144
5350;Gold Products;96
5370;Wines;239
5370;Fruits;3
5370;Meat Products;141
5370;Fish Products;0
5370;Sweet Products;7
5370;Gold Products;23
5371;Wines;6
5371;Fruits;16
5371;Meat Products;24
5371;Fish Products;11
5371;Sweet Products;0
5371;Gold Products;34
5376;Wines;1
5376;Fruits;1
5376;Meat Products;1725
5376;Fish Products;1
5376;Sweet Products;1
5376;Gold Products;1
5386;Wines;1111
5386;Fruits;24
5386;Meat Products;790
5386;Fish Products;160
5386;Sweet Products;45
5386;Gold Products;172
5389;Wines;238
5389;Fruits;17
5389;Meat Products;68
5389;Fish Products;8
5389;Sweet Products;10
5389;Gold Products;6
5393;Wines;22
5393;Fruits;0
5393;Meat Products;6
5393;Fish Products;6
5393;Sweet Products;2
5393;Gold Products;6
5394;Wines;3
5394;Fruits;9
5394;Meat Products;4
5394;Fish Products;7
5394;Sweet Products;8
5394;Gold Products;7
5396;Wines;758
5396;Fruits;12
5396;Meat Products;385
5396;Fish Products;33
5396;Sweet Products;89
5396;Gold Products;89
5407;Wines;729
5407;Fruits;17
5407;Meat Products;133
5407;Fish Products;11
5407;Sweet Products;0
5407;Gold Products;195
5423;Wines;6
5423;Fruits;0
5423;Meat Products;5
5423;Fish Products;2
5423;Sweet Products;1
5423;Gold Products;2
5424;Wines;29
5424;Fruits;12
5424;Meat Products;59
5424;Fish Products;19
5424;Sweet Products;1
5424;Gold Products;36
5429;Wines;145
5429;Fruits;1
5429;Meat Products;33
5429;Fish Products;2
5429;Sweet Products;1
5429;Gold Products;1
5430;Wines;454
5430;Fruits;0
5430;Meat Products;171
5430;Fish Products;8
5430;Sweet Products;19
5430;Gold Products;32
5441;Wines;267
5441;Fruits;6
5441;Meat Products;54
5441;Fish Products;8
5441;Sweet Products;3
5441;Gold Products;50
5453;Wines;1083
5453;Fruits;108
5453;Meat Products;649
5453;Fish Products;253
5453;Sweet Products;151
5453;Gold Products;108
5454;Wines;37
5454;Fruits;0
5454;Meat Products;7
5454;Fish Products;3
5454;Sweet Products;0
5454;Gold Products;3
5455;Wines;99
5455;Fruits;0
5455;Meat Products;15
5455;Fish Products;2
5455;Sweet Products;1
5455;Gold Products;5
5462;Wines;757
5462;Fruits;80
5462;Meat Products;217
5462;Fish Products;29
5462;Sweet Products;80
5462;Gold Products;11
5474;Wines;45
5474;Fruits;7
5474;Meat Products;99
5474;Fish Products;4
5474;Sweet Products;25
5474;Gold Products;43
5491;Wines;172
5491;Fruits;12
5491;Meat Products;112
5491;Fish Products;8
5491;Sweet Products;0
5491;Gold Products;15
5493;Wines;15
5493;Fruits;0
5493;Meat Products;2
5493;Fish Products;0
5493;Sweet Products;0
5493;Gold Products;6
5510;Wines;262
5510;Fruits;6
5510;Meat Products;61
5510;Fish Products;0
5510;Sweet Products;10
5510;Gold Products;102
5512;Wines;451
5512;Fruits;0
5512;Meat Products;39
5512;Fish Products;0
5512;Sweet Products;4
5512;Gold Products;24
5513;Wines;27
5513;Fruits;2
5513;Meat Products;10
5513;Fish Products;0
5513;Sweet Products;0
5513;Gold Products;1
5517;Wines;15
5517;Fruits;0
5517;Meat Products;11
5517;Fish Products;0
5517;Sweet Products;2
5517;Gold Products;9
5519;Wines;316
5519;Fruits;58
5519;Meat Products;161
5519;Fish Products;76
5519;Sweet Products;51
5519;Gold Products;135
5524;Wines;635
5524;Fruits;88
5524;Meat Products;546
5524;Fish Products;172
5524;Sweet Products;88
5524;Gold Products;88
5527;Wines;4
5527;Fruits;12
5527;Meat Products;11
5527;Fish Products;3
5527;Sweet Products;13
5527;Gold Products;15
5529;Wines;406
5529;Fruits;0
5529;Meat Products;30
5529;Fish Products;0
5529;Sweet Products;0
5529;Gold Products;8
5534;Wines;123
5534;Fruits;1
5534;Meat Products;26
5534;Fish Products;2
5534;Sweet Products;0
5534;Gold Products;72
5536;Wines;1492
5536;Fruits;38
5536;Meat Products;287
5536;Fish Products;50
5536;Sweet Products;57
5536;Gold Products;33
5538;Wines;897
5538;Fruits;161
5538;Meat Products;430
5538;Fish Products;186
5538;Sweet Products;161
5538;Gold Products;27
5543;Wines;545
5543;Fruits;7
5543;Meat Products;114
5543;Fish Products;37
5543;Sweet Products;21
5543;Gold Products;78
5544;Wines;957
5544;Fruits;40
5544;Meat Products;175
5544;Fish Products;158
5544;Sweet Products;53
5544;Gold Products;107
5545;Wines;572
5545;Fruits;8
5545;Meat Products;259
5545;Fish Products;34
5545;Sweet Products;35
5545;Gold Products;80
5547;Wines;1478
5547;Fruits;19
5547;Meat Products;403
5547;Fish Products;0
5547;Sweet Products;19
5547;Gold Products;0
5552;Wines;81
5552;Fruits;18
5552;Meat Products;113
5552;Fish Products;47
5552;Sweet Products;13
5552;Gold Products;21
5555;Wines;1
5555;Fruits;1
5555;Meat Products;1
5555;Fish Products;1
5555;Sweet Products;1
5555;Gold Products;1
5558;Wines;1020
5558;Fruits;31
5558;Meat Products;430
5558;Fish Products;62
5558;Sweet Products;63
5558;Gold Products;79
5562;Wines;502
5562;Fruits;12
5562;Meat Products;109
5562;Fish Products;16
5562;Sweet Products;6
5562;Gold Products;90
5564;Wines;509
5564;Fruits;133
5564;Meat Products;497
5564;Fish Products;78
5564;Sweet Products;24
5564;Gold Products;97
5577;Wines;8
5577;Fruits;0
5577;Meat Products;9
5577;Fish Products;2
5577;Sweet Products;1
5577;Gold Products;3
5585;Wines;12
5585;Fruits;2
5585;Meat Products;17
5585;Fish Products;6
5585;Sweet Products;1
5585;Gold Products;10
5589;Wines;631
5589;Fruits;0
5589;Meat Products;115
5589;Fish Products;10
5589;Sweet Products;7
5589;Gold Products;30
5596;Wines;513
5596;Fruits;14
5596;Meat Products;154
5596;Fish Products;19
5596;Sweet Products;0
5596;Gold Products;28
5602;Wines;466
5602;Fruits;22
5602;Meat Products;432
5602;Fish Products;147
5602;Sweet Products;113
5602;Gold Products;102
5610;Wines;7
5610;Fruits;3
5610;Meat Products;10
5610;Fish Products;8
5610;Sweet Products;1
5610;Gold Products;7
5621;Wines;73
5621;Fruits;57
5621;Meat Products;100
5621;Fish Products;71
5621;Sweet Products;15
5621;Gold Products;0
5623;Wines;15
5623;Fruits;4
5623;Meat Products;13
5623;Fish Products;0
5623;Sweet Products;0
5623;Gold Products;19
5626;Wines;338
5626;Fruits;4
5626;Meat Products;89
5626;Fish Products;11
5626;Sweet Products;8
5626;Gold Products;13
5628;Wines;848
5628;Fruits;154
5628;Meat Products;323
5628;Fish Products;201
5628;Sweet Products;61
5628;Gold Products;78
5631;Wines;202
5631;Fruits;47
5631;Meat Products;197
5631;Fish Products;55
5631;Sweet Products;42
5631;Gold Products;149
5633;Wines;97
5633;Fruits;12
5633;Meat Products;84
5633;Fish Products;13
5633;Sweet Products;10
5633;Gold Products;15
5636;Wines;51
5636;Fruits;4
5636;Meat Products;50
5636;Fish Products;12
5636;Sweet Products;1
5636;Gold Products;49
5642;Wines;140
5642;Fruits;4
5642;Meat Products;61
5642;Fish Products;0
5642;Sweet Products;13
5642;Gold Products;4
5644;Wines;309
5644;Fruits;3
5644;Meat Products;24
5644;Fish Products;4
5644;Sweet Products;3
5644;Gold Products;20
5654;Wines;20
5654;Fruits;4
5654;Meat Products;10
5654;Fish Products;6
5654;Sweet Products;4
5654;Gold Products;17
5667;Wines;1013
5667;Fruits;30
5667;Meat Products;399
5667;Fish Products;60
5667;Sweet Products;46
5667;Gold Products;153
5675;Wines;459
5675;Fruits;0
5675;Meat Products;24
5675;Fish Products;6
5675;Sweet Products;0
5675;Gold Products;4
5680;Wines;10
5680;Fruits;4
5680;Meat Products;7
5680;Fish Products;0
5680;Sweet Products;6
5680;Gold Products;3
5682;Wines;948
5682;Fruits;10
5682;Meat Products;86
5682;Fish Products;13
5682;Sweet Products;21
5682;Gold Products;21
5684;Wines;56
5684;Fruits;0
5684;Meat Products;9
5684;Fish Products;0
5684;Sweet Products;0
5684;Gold Products;3
5687;Wines;563
5687;Fruits;50
5687;Meat Products;774
5687;Fish Products;28
5687;Sweet Products;31
5687;Gold Products;187
5692;Wines;1
5692;Fruits;4
5692;Meat Products;3
5692;Fish Products;8
5692;Sweet Products;9
5692;Gold Products;7
5710;Wines;110
5710;Fruits;0
5710;Meat Products;5
5710;Fish Products;2
5710;Sweet Products;0
5710;Gold Products;3
5718;Wines;674
5718;Fruits;168
5718;Meat Products;108
5718;Fish Products;192
5718;Sweet Products;42
5718;Gold Products;231
5721;Wines;611
5721;Fruits;76
5721;Meat Products;749
5721;Fish Products;59
5721;Sweet Products;45
5721;Gold Products;26
5723;Wines;81
5723;Fruits;1
5723;Meat Products;31
5723;Fish Products;2
5723;Sweet Products;1
5723;Gold Products;0
5726;Wines;16
5726;Fruits;7
5726;Meat Products;23
5726;Fish Products;0
5726;Sweet Products;8
5726;Gold Products;6
5731;Wines;12
5731;Fruits;0
5731;Meat Products;13
5731;Fish Products;2
5731;Sweet Products;0
5731;Gold Products;10
5734;Wines;46
5734;Fruits;4
5734;Meat Products;36
5734;Fish Products;2
5734;Sweet Products;2
5734;Gold Products;1
5735;Wines;1156
5735;Fruits;120
5735;Meat Products;915
5735;Fish Products;94
5735;Sweet Products;144
5735;Gold Products;96
5740;Wines;4
5740;Fruits;2
5740;Meat Products;12
5740;Fish Products;7
5740;Sweet Products;5
5740;Gold Products;26
5748;Wines;115
5748;Fruits;27
5748;Meat Products;44
5748;Fish Products;4
5748;Sweet Products;146
5748;Gold Products;139
5751;Wines;2
5751;Fruits;3
5751;Meat Products;10
5751;Fish Products;11
5751;Sweet Products;2
5751;Gold Products;10
5756;Wines;46
5756;Fruits;0
5756;Meat Products;7
5756;Fish Products;0
5756;Sweet Products;0
5756;Gold Products;2
5758;Wines;1074
5758;Fruits;0
5758;Meat Products;69
5758;Fish Products;0
5758;Sweet Products;0
5758;Gold Products;46
5763;Wines;123
5763;Fruits;17
5763;Meat Products;171
5763;Fish Products;39
5763;Sweet Products;0
5763;Gold Products;30
5782;Wines;402
5782;Fruits;35
5782;Meat Products;106
5782;Fish Products;101
5782;Sweet Products;77
5782;Gold Products;42
5788;Wines;56
5788;Fruits;10
5788;Meat Products;92
5788;Fish Products;19
5788;Sweet Products;7
5788;Gold Products;25
5790;Wines;25
5790;Fruits;6
5790;Meat Products;16
5790;Fish Products;20
5790;Sweet Products;0
5790;Gold Products;5
5794;Wines;408
5794;Fruits;0
5794;Meat Products;21
5794;Fish Products;0
5794;Sweet Products;0
5794;Gold Products;17
5796;Wines;560
5796;Fruits;21
5796;Meat Products;442
5796;Fish Products;29
5796;Sweet Products;44
5796;Gold Products;29
5798;Wines;445
5798;Fruits;37
5798;Meat Products;359
5798;Fish Products;98
5798;Sweet Products;28
5798;Gold Products;18
5802;Wines;2
5802;Fruits;7
5802;Meat Products;11
5802;Fish Products;16
5802;Sweet Products;12
5802;Gold Products;27
5823;Wines;35
5823;Fruits;0
5823;Meat Products;2
5823;Fish Products;0
5823;Sweet Products;0
5823;Gold Products;2
5824;Wines;7
5824;Fruits;0
5824;Meat Products;1
5824;Fish Products;0
5824;Sweet Products;0
5824;Gold Products;0
5827;Wines;36
5827;Fruits;0
5827;Meat Products;12
5827;Fish Products;2
5827;Sweet Products;2
5827;Gold Products;10
5830;Wines;899
5830;Fruits;102
5830;Meat Products;838
5830;Fish Products;133
5830;Sweet Products;102
5830;Gold Products;40
5831;Wines;1017
5831;Fruits;50
5831;Meat Products;500
5831;Fish Products;65
5831;Sweet Products;50
5831;Gold Products;133
5832;Wines;493
5832;Fruits;183
5832;Meat Products;352
5832;Fish Products;184
5832;Sweet Products;23
5832;Gold Products;28
5835;Wines;21
5835;Fruits;2
5835;Meat Products;28
5835;Fish Products;3
5835;Sweet Products;2
5835;Gold Products;9
5837;Wines;247
5837;Fruits;8
5837;Meat Products;160
5837;Fish Products;6
5837;Sweet Products;8
5837;Gold Products;65
5841;Wines;606
5841;Fruits;7
5841;Meat Products;155
5841;Fish Products;10
5841;Sweet Products;0
5841;Gold Products;54
5846;Wines;2
5846;Fruits;1
5846;Meat Products;6
5846;Fish Products;2
5846;Sweet Products;1
5846;Gold Products;1
5847;Wines;312
5847;Fruits;21
5847;Meat Products;206
5847;Fish Products;102
5847;Sweet Products;92
5847;Gold Products;149
5848;Wines;724
5848;Fruits;74
5848;Meat Products;929
5848;Fish Products;97
5848;Sweet Products;55
5848;Gold Products;130
5863;Wines;359
5863;Fruits;0
5863;Meat Products;134
5863;Fish Products;13
5863;Sweet Products;26
5863;Gold Products;123
5866;Wines;97
5866;Fruits;3
5866;Meat Products;66
5866;Fish Products;12
5866;Sweet Products;7
5866;Gold Products;34
5868;Wines;2
5868;Fruits;4
5868;Meat Products;9
5868;Fish Products;10
5868;Sweet Products;5
5868;Gold Products;16
5871;Wines;73
5871;Fruits;28
5871;Meat Products;217
5871;Fish Products;10
5871;Sweet Products;24
5871;Gold Products;115
5872;Wines;240
5872;Fruits;90
5872;Meat Products;216
5872;Fish Products;63
5872;Sweet Products;6
5872;Gold Products;24
5883;Wines;138
5883;Fruits;120
5883;Meat Products;204
5883;Fish Products;16
5883;Sweet Products;126
5883;Gold Products;60
5885;Wines;73
5885;Fruits;3
5885;Meat Products;90
5885;Fish Products;12
5885;Sweet Products;1
5885;Gold Products;32
5892;Wines;158
5892;Fruits;6
5892;Meat Products;45
5892;Fish Products;8
5892;Sweet Products;2
5892;Gold Products;2
5896;Wines;272
5896;Fruits;7
5896;Meat Products;80
5896;Fish Products;20
5896;Sweet Products;7
5896;Gold Products;11
5899;Wines;28
5899;Fruits;0
5899;Meat Products;6
5899;Fish Products;1
5899;Sweet Products;1
5899;Gold Products;13
5907;Wines;8
5907;Fruits;0
5907;Meat Products;8
5907;Fish Products;0
5907;Sweet Products;0
5907;Gold Products;2
5909;Wines;895
5909;Fruits;10
5909;Meat Products;101
5909;Fish Products;13
5909;Sweet Products;0
5909;Gold Products;152
5922;Wines;210
5922;Fruits;0
5922;Meat Products;6
5922;Fish Products;0
5922;Sweet Products;0
5922;Gold Products;2
5929;Wines;19
5929;Fruits;3
5929;Meat Products;19
5929;Fish Products;3
5929;Sweet Products;1
5929;Gold Products;3
5935;Wines;547
5935;Fruits;7
5935;Meat Products;140
5935;Fish Products;0
5935;Sweet Products;7
5935;Gold Products;63
5939;Wines;43
5939;Fruits;5
5939;Meat Products;28
5939;Fish Products;7
5939;Sweet Products;6
5939;Gold Products;33
5948;Wines;143
5948;Fruits;6
5948;Meat Products;52
5948;Fish Products;11
5948;Sweet Products;8
5948;Gold Products;17
5954;Wines;76
5954;Fruits;14
5954;Meat Products;74
5954;Fish Products;13
5954;Sweet Products;5
5954;Gold Products;10
5955;Wines;833
5955;Fruits;33
5955;Meat Products;549
5955;Fish Products;151
5955;Sweet Products;133
5955;Gold Products;233
5956;Wines;144
5956;Fruits;2
5956;Meat Products;99
5956;Fish Products;7
5956;Sweet Products;2
5956;Gold Products;30
5959;Wines;158
5959;Fruits;0
5959;Meat Products;23
5959;Fish Products;0
5959;Sweet Products;0
5959;Gold Products;18
5961;Wines;8
5961;Fruits;4
5961;Meat Products;20
5961;Fish Products;6
5961;Sweet Products;3
5961;Gold Products;16
5966;Wines;203
5966;Fruits;0
5966;Meat Products;10
5966;Fish Products;0
5966;Sweet Products;0
5966;Gold Products;2
5967;Wines;26
5967;Fruits;2
5967;Meat Products;19
5967;Fish Products;10
5967;Sweet Products;5
5967;Gold Products;8
5975;Wines;37
5975;Fruits;0
5975;Meat Products;17
5975;Fish Products;0
5975;Sweet Products;0
5975;Gold Products;3
5985;Wines;80
5985;Fruits;1
5985;Meat Products;37
5985;Fish Products;0
5985;Sweet Products;1
5985;Gold Products;3
5987;Wines;2
5987;Fruits;2
5987;Meat Products;11
5987;Fish Products;10
5987;Sweet Products;6
5987;Gold Products;12
5989;Wines;752
5989;Fruits;122
5989;Meat Products;476
5989;Fish Products;39
5989;Sweet Products;153
5989;Gold Products;34
5991;Wines;173
5991;Fruits;2
5991;Meat Products;39
5991;Fish Products;3
5991;Sweet Products;2
5991;Gold Products;47
5995;Wines;165
5995;Fruits;3
5995;Meat Products;147
5995;Fish Products;4
5995;Sweet Products;24
5995;Gold Products;41
6001;Wines;614
6001;Fruits;35
6001;Meat Products;160
6001;Fish Products;58
6001;Sweet Products;35
6001;Gold Products;35
6019;Wines;45
6019;Fruits;3
6019;Meat Products;9
6019;Fish Products;4
6019;Sweet Products;4
6019;Gold Products;7
6024;Wines;1111
6024;Fruits;24
6024;Meat Products;790
6024;Fish Products;160
6024;Sweet Products;45
6024;Gold Products;172
6036;Wines;1168
6036;Fruits;92
6036;Meat Products;408
6036;Fish Products;72
6036;Sweet Products;129
6036;Gold Products;55
6049;Wines;1142
6049;Fruits;51
6049;Meat Products;415
6049;Fish Products;90
6049;Sweet Products;69
6049;Gold Products;37
6050;Wines;1171
6050;Fruits;43
6050;Meat Products;219
6050;Fish Products;19
6050;Sweet Products;14
6050;Gold Products;47
6055;Wines;546
6055;Fruits;72
6055;Meat Products;376
6055;Fish Products;94
6055;Sweet Products;145
6055;Gold Products;72
6059;Wines;986
6059;Fruits;36
6059;Meat Products;168
6059;Fish Products;16
6059;Sweet Products;0
6059;Gold Products;108
6071;Wines;493
6071;Fruits;70
6071;Meat Products;324
6071;Fish Products;146
6071;Sweet Products;40
6071;Gold Products;84
6072;Wines;918
6072;Fruits;57
6072;Meat Products;842
6072;Fish Products;99
6072;Sweet Products;38
6072;Gold Products;133
6086;Wines;445
6086;Fruits;25
6086;Meat Products;706
6086;Fish Products;80
6086;Sweet Products;76
6086;Gold Products;48
6097;Wines;313
6097;Fruits;8
6097;Meat Products;104
6097;Fish Products;6
6097;Sweet Products;4
6097;Gold Products;126
6103;Wines;40
6103;Fruits;15
6103;Meat Products;15
6103;Fish Products;17
6103;Sweet Products;6
6103;Gold Products;7
6116;Wines;19
6116;Fruits;13
6116;Meat Products;18
6116;Fish Products;10
6116;Sweet Products;7
6116;Gold Products;8
6119;Wines;10
6119;Fruits;0
6119;Meat Products;3
6119;Fish Products;0
6119;Sweet Products;0
6119;Gold Products;4
6131;Wines;141
6131;Fruits;70
6131;Meat Products;106
6131;Fish Products;72
6131;Sweet Products;19
6131;Gold Products;23
6141;Wines;191
6141;Fruits;9
6141;Meat Products;97
6141;Fish Products;0
6141;Sweet Products;6
6141;Gold Products;82
6142;Wines;629
6142;Fruits;17
6142;Meat Products;177
6142;Fish Products;69
6142;Sweet Products;0
6142;Gold Products;8
6147;Wines;5
6147;Fruits;2
6147;Meat Products;8
6147;Fish Products;2
6147;Sweet Products;2
6147;Gold Products;9
6168;Wines;33
6168;Fruits;0
6168;Meat Products;5
6168;Fish Products;0
6168;Sweet Products;0
6168;Gold Products;15
6173;Wines;425
6173;Fruits;115
6173;Meat Products;292
6173;Fish Products;23
6173;Sweet Products;35
6173;Gold Products;79
6177;Wines;76
6177;Fruits;10
6177;Meat Products;56
6177;Fish Products;3
6177;Sweet Products;1
6177;Gold Products;23
6181;Wines;488
6181;Fruits;21
6181;Meat Products;238
6181;Fish Products;56
6181;Sweet Products;108
6181;Gold Products;28
6182;Wines;11
6182;Fruits;4
6182;Meat Products;20
6182;Fish Products;10
6182;Sweet Products;3
6182;Gold Products;5
6183;Wines;62
6183;Fruits;1
6183;Meat Products;44
6183;Fish Products;6
6183;Sweet Products;5
6183;Gold Products;22
6184;Wines;561
6184;Fruits;64
6184;Meat Products;785
6184;Fish Products;84
6184;Sweet Products;128
6184;Gold Products;48
6197;Wines;37
6197;Fruits;0
6197;Meat Products;17
6197;Fish Products;0
6197;Sweet Products;0
6197;Gold Products;3
6200;Wines;340
6200;Fruits;108
6200;Meat Products;185
6200;Fish Products;130
6200;Sweet Products;38
6200;Gold Products;100
6201;Wines;22
6201;Fruits;2
6201;Meat Products;14
6201;Fish Products;0
6201;Sweet Products;1
6201;Gold Products;10
6202;Wines;571
6202;Fruits;50
6202;Meat Products;142
6202;Fish Products;33
6202;Sweet Products;50
6202;Gold Products;159
6203;Wines;499
6203;Fruits;149
6203;Meat Products;815
6203;Fish Products;173
6203;Sweet Products;49
6203;Gold Products;49
6205;Wines;34
6205;Fruits;3
6205;Meat Products;29
6205;Fish Products;0
6205;Sweet Products;4
6205;Gold Products;10
6211;Wines;18
6211;Fruits;0
6211;Meat Products;9
6211;Fish Products;0
6211;Sweet Products;1
6211;Gold Products;11
6214;Wines;14
6214;Fruits;10
6214;Meat Products;29
6214;Fish Products;4
6214;Sweet Products;7
6214;Gold Products;15
6215;Wines;10
6215;Fruits;0
6215;Meat Products;10
6215;Fish Products;3
6215;Sweet Products;1
6215;Gold Products;7
6218;Wines;457
6218;Fruits;4
6218;Meat Products;29
6218;Fish Products;0
6218;Sweet Products;0
6218;Gold Products;9
6222;Wines;25
6222;Fruits;0
6222;Meat Products;8
6222;Fish Products;2
6222;Sweet Products;0
6222;Gold Products;2
6230;Wines;110
6230;Fruits;5
6230;Meat Products;59
6230;Fish Products;7
6230;Sweet Products;1
6230;Gold Products;7
6233;Wines;507
6233;Fruits;19
6233;Meat Products;364
6233;Fish Products;25
6233;Sweet Products;47
6233;Gold Products;9
6237;Wines;81
6237;Fruits;4
6237;Meat Products;33
6237;Fish Products;5
6237;Sweet Products;2
6237;Gold Products;291
6245;Wines;378
6245;Fruits;14
6245;Meat Products;68
6245;Fish Products;19
6245;Sweet Products;14
6245;Gold Products;14
6246;Wines;703
6246;Fruits;102
6246;Meat Products;601
6246;Fish Products;0
6246;Sweet Products;58
6246;Gold Products;43
6248;Wines;1276
6248;Fruits;24
6248;Meat Products;746
6248;Fish Products;94
6248;Sweet Products;29
6248;Gold Products;48
6250;Wines;710
6250;Fruits;15
6250;Meat Products;30
6250;Fish Products;20
6250;Sweet Products;0
6250;Gold Products;0
6255;Wines;138
6255;Fruits;39
6255;Meat Products;63
6255;Fish Products;55
6255;Sweet Products;18
6255;Gold Products;21
6257;Wines;255
6257;Fruits;43
6257;Meat Products;134
6257;Fish Products;37
6257;Sweet Products;14
6257;Gold Products;24
6260;Wines;984
6260;Fruits;51
6260;Meat Products;432
6260;Fish Products;180
6260;Sweet Products;120
6260;Gold Products;190
6261;Wines;270
6261;Fruits;31
6261;Meat Products;88
6261;Fish Products;11
6261;Sweet Products;48
6261;Gold Products;22
